"","Location","slope_pos","date","week","year"
"699","NM",0,2023-07-01,27,2023
"700","NM",0,2023-07-15,29,2023
"701","NM",0,2023-07-29,31,2023
"702","NM",0,2023-08-12,33,2023
"703","NY",0,2022-06-11,24,2022
"704","NY",1,2022-06-25,26,2022
"705","NY",1,2022-07-09,28,2022
"706","NY",1,2022-07-23,30,2022
"707","NY",1,2022-08-06,32,2022
"708","NY",1,2022-08-20,34,2022
"709","NY",0,2022-09-03,36,2022
"710","NY",0,2022-09-17,38,2022
"711","NY",0,2022-10-01,40,2022
"712","NY",0,2022-10-15,42,2022
"713","NY",0,2022-10-29,44,2022
"714","NY",0,2022-11-12,46,2022
"715","NY",0,2022-11-26,48,2022
"716","NY",0,2022-12-10,50,2022
"717","NY",0,2023-11-25,48,2023
"718","NY",1,2023-12-09,50,2023
"719","NY",1,2023-12-23,52,2023
"720","NY",1,2024-01-06,1,2024
"721","NY",1,2024-01-20,3,2024
"722","NY",0,2024-02-03,5,2024
"723","NY",0,2024-02-17,7,2024
"724","NY",0,2024-03-02,9,2024
"725","NY",0,2024-03-16,11,2024
"726","NY",0,2024-03-30,13,2024
"727","NY",0,2024-04-13,15,2024
"728","NY",0,2024-04-27,17,2024
"729","NY",0,2024-05-11,19,2024
"730","NY",0,2024-05-25,21,2024
"731","NY",0,2024-06-22,25,2024
"732","NY",0,2022-12-10,50,2022
"733","NY",1,2022-12-24,52,2022
"734","NY",1,2023-01-07,2,2023
"735","NY",1,2023-01-21,4,2023
"736","NY",1,2023-02-04,6,2023
"737","NY",1,2023-02-18,8,2023
"738","NY",1,2023-03-04,10,2023
"739","NY",0,2023-03-18,12,2023
"740","NY",0,2023-04-01,14,2023
"741","NY",0,2023-04-15,16,2023
"742","NY",0,2023-04-29,18,2023
"743","NY",0,2023-05-13,20,2023
"744","NY",0,2023-05-27,22,2023
"745","NY",0,2023-06-10,24,2023
"746","NY",0,2023-06-24,26,2023
"747","NY",0,2023-07-08,28,2023
"748","NY",0,2023-07-22,30,2023
"749","NY",1,2022-06-18,25,2022
"750","NY",1,2022-07-02,27,2022
"751","NY",1,2022-07-16,29,2022
"752","NY",1,2022-07-30,31,2022
"753","NY",1,2022-08-13,33,2022
"754","NY",0,2022-08-27,35,2022
"755","NY",0,2022-09-10,37,2022
"756","NY",0,2022-09-24,39,2022
"757","NY",0,2022-10-08,41,2022
"758","NY",0,2022-10-22,43,2022
"759","NY",0,2022-11-05,45,2022
"760","NY",0,2022-11-19,47,2022
"761","NY",0,2022-12-03,49,2022
"762","NY",1,2023-12-02,49,2023
"763","NY",1,2023-12-16,51,2023
"764","NY",1,2023-12-30,53,2023
"765","NY",1,2024-01-13,2,2024
"766","NY",1,2024-01-27,4,2024
"767","NY",0,2024-02-10,6,2024
"768","NY",0,2024-02-24,8,2024
"769","NY",0,2024-03-09,10,2024
"770","NY",0,2024-03-23,12,2024
"771","NY",0,2024-04-06,14,2024
"772","NY",0,2024-04-20,16,2024
"773","NY",0,2024-05-04,18,2024
"774","NY",0,2024-05-18,20,2024
"775","NY",0,2024-06-15,24,2024
"776","NY",1,2022-12-17,51,2022
"777","NY",1,2022-12-31,53,2022
"778","NY",1,2023-01-14,3,2023
"779","NY",1,2023-01-28,5,2023
"780","NY",1,2023-02-11,7,2023
"781","NY",1,2023-02-25,9,2023
"782","NY",0,2023-03-11,11,2023
"783","NY",0,2023-03-25,13,2023
"784","NY",0,2023-04-08,15,2023
"785","NY",0,2023-04-22,17,2023
"786","NY",0,2023-05-06,19,2023
"787","NY",0,2023-05-20,21,2023
"788","NY",0,2023-06-03,23,2023
"789","NY",0,2023-06-17,25,2023
"790","NY",0,2023-07-01,27,2023
"791","NY",0,2023-07-15,29,2023
"792","OH",0,2022-06-11,24,2022
"793","OH",1,2022-06-25,26,2022
"794","OH",1,2022-07-09,28,2022
"795","OH",1,2022-07-23,30,2022
"796","OH",1,2022-08-06,32,2022
"797","OH",1,2022-08-20,34,2022
"798","OH",1,2022-09-03,36,2022
"799","OH",0,2022-09-17,38,2022
"800","OH",0,2022-10-01,40,2022
"801","OH",0,2022-10-15,42,2022
"802","OH",0,2022-10-29,44,2022
"803","OH",0,2022-11-12,46,2022
"804","OH",0,2022-11-26,48,2022
"805","OH",0,2022-12-10,50,2022
"806","OH",0,2022-12-24,52,2022
"807","OH",0,2023-01-07,2,2023
"808","OH",0,2023-12-09,50,2023
"809","OH",1,2023-12-23,52,2023
"810","OH",1,2024-01-06,1,2024
"811","OH",1,2024-01-20,3,2024
"812","OH",0,2024-02-03,5,2024
"813","OH",0,2024-02-17,7,2024
"814","OH",0,2024-03-02,9,2024
"815","OH",0,2024-03-16,11,2024
"816","OH",0,2024-03-30,13,2024
"817","OH",0,2024-04-13,15,2024
"818","OH",0,2024-04-27,17,2024
"819","OH",0,2024-05-11,19,2024
"820","OH",0,2024-06-08,23,2024
"821","OH",0,2024-06-22,25,2024
"822","OH",0,2023-01-21,4,2023
"823","OH",1,2023-02-04,6,2023
"824","OH",1,2023-02-18,8,2023
"825","OH",1,2023-03-04,10,2023
"826","OH",1,2023-03-18,12,2023
"827","OH",0,2023-04-01,14,2023
"828","OH",0,2023-04-15,16,2023
"829","OH",0,2023-04-29,18,2023
"830","OH",0,2023-05-13,20,2023
"831","OH",0,2023-05-27,22,2023
"832","OH",0,2023-06-10,24,2023
"833","OH",0,2023-06-24,26,2023
"834","OH",0,2023-07-08,28,2023
"835","OH",0,2023-07-22,30,2023
"836","OH",0,2023-08-05,32,2023
"837","OH",1,2022-06-18,25,2022
"838","OH",1,2022-07-02,27,2022
"839","OH",1,2022-07-16,29,2022
"840","OH",1,2022-07-30,31,2022
"841","OH",1,2022-08-13,33,2022
"842","OH",1,2022-08-27,35,2022
"843","OH",0,2022-09-10,37,2022
"844","OH",0,2022-09-24,39,2022
"845","OH",0,2022-10-08,41,2022
"846","OH",0,2022-10-22,43,2022
"847","OH",0,2022-11-05,45,2022
"848","OH",0,2022-11-19,47,2022
"849","OH",0,2022-12-03,49,2022
"850","OH",0,2022-12-17,51,2022
"851","OH",0,2022-12-31,53,2022
"852","OH",1,2023-12-16,51,2023
"853","OH",1,2023-12-30,53,2023
"854","OH",1,2024-01-13,2,2024
"855","OH",1,2024-01-27,4,2024
"856","OH",0,2024-02-10,6,2024
"857","OH",0,2024-02-24,8,2024
"858","OH",0,2024-03-09,10,2024
"859","OH",0,2024-03-23,12,2024
"860","OH",0,2024-04-06,14,2024
"861","OH",0,2024-04-20,16,2024
"862","OH",0,2024-05-04,18,2024
"863","OH",0,2024-06-01,22,2024
"864","OH",0,2024-06-15,24,2024
"865","OH",1,2023-01-28,5,2023
"866","OH",1,2023-02-11,7,2023
"867","OH",1,2023-02-25,9,2023
"868","OH",1,2023-03-11,11,2023
"869","OH",1,2023-03-25,13,2023
"870","OH",0,2023-04-08,15,2023
"871","OH",0,2023-04-22,17,2023
"872","OH",0,2023-05-06,19,2023
"873","OH",0,2023-05-20,21,2023
"874","OH",0,2023-06-03,23,2023
"875","OH",0,2023-06-17,25,2023
"876","OH",0,2023-07-01,27,2023
"877","OH",0,2023-07-15,29,2023
"878","OH",0,2023-07-29,31,2023
"879","OR",0,2022-06-11,24,2022
"880","OR",1,2022-06-25,26,2022
"881","OR",1,2022-07-09,28,2022
"882","OR",1,2022-07-23,30,2022
"883","OR",1,2022-08-06,32,2022
"884","OR",1,2022-08-20,34,2022
"885","OR",0,2022-09-03,36,2022
"886","OR",0,2022-09-17,38,2022
"887","OR",0,2022-10-01,40,2022
"888","OR",0,2022-10-15,42,2022
"889","OR",0,2022-10-29,44,2022
"890","OR",0,2022-11-12,46,2022
"891","OR",0,2022-11-26,48,2022
"892","OR",0,2022-12-10,50,2022
"893","OR",0,2022-12-24,52,2022
"894","OR",0,2023-01-07,2,2023
"895","OR",0,2023-01-21,4,2023
"896","OR",0,2023-12-09,50,2023
"897","OR",1,2023-12-23,52,2023
"898","OR",1,2024-01-06,1,2024
"899","OR",1,2024-01-20,3,2024
"900","OR",0,2024-02-03,5,2024
"901","OR",0,2024-02-17,7,2024
"902","OR",0,2024-03-02,9,2024
"903","OR",0,2024-03-16,11,2024
"904","OR",0,2024-03-30,13,2024
"905","OR",0,2024-04-13,15,2024
"906","OR",0,2024-04-27,17,2024
"907","OR",0,2024-05-11,19,2024
"908","OR",0,2024-05-25,21,2024
"909","OR",0,2024-06-08,23,2024
"910","OR",0,2024-06-22,25,2024
"911","OR",0,2024-07-06,27,2024
"912","OR",0,2023-01-21,4,2023
"913","OR",1,2023-02-04,6,2023
"914","OR",1,2023-02-18,8,2023
"915","OR",1,2023-03-04,10,2023
"916","OR",1,2023-03-18,12,2023
"917","OR",0,2023-04-01,14,2023
"918","OR",0,2023-04-15,16,2023
"919","OR",0,2023-04-29,18,2023
"920","OR",0,2023-05-13,20,2023
"921","OR",0,2023-05-27,22,2023
"922","OR",0,2023-06-10,24,2023
"923","OR",0,2023-06-24,26,2023
"924","OR",0,2023-07-08,28,2023
"925","OR",0,2023-07-22,30,2023
"926","OR",0,2023-08-05,32,2023
"927","OR",1,2022-06-18,25,2022
"928","OR",1,2022-07-02,27,2022
"929","OR",1,2022-07-16,29,2022
"930","OR",1,2022-07-30,31,2022
"931","OR",1,2022-08-13,33,2022
"932","OR",1,2022-08-27,35,2022
"933","OR",0,2022-09-10,37,2022
"934","OR",0,2022-09-24,39,2022
"935","OR",0,2022-10-08,41,2022
"936","OR",0,2022-10-22,43,2022
"937","OR",0,2022-11-05,45,2022
"938","OR",0,2022-11-19,47,2022
"939","OR",0,2022-12-03,49,2022
"940","OR",0,2022-12-17,51,2022
"941","OR",0,2022-12-31,53,2022
"942","OR",0,2023-01-14,3,2023
"943","OR",1,2023-12-16,51,2023
"944","OR",1,2023-12-30,53,2023
"945","OR",1,2024-01-13,2,2024
"946","OR",1,2024-01-27,4,2024
"947","OR",0,2024-02-10,6,2024
"948","OR",0,2024-02-24,8,2024
"949","OR",0,2024-03-09,10,2024
"950","OR",0,2024-03-23,12,2024
"951","OR",0,2024-04-06,14,2024
"952","OR",0,2024-04-20,16,2024
"953","OR",0,2024-05-04,18,2024
"954","OR",0,2024-05-18,20,2024
"955","OR",0,2024-06-01,22,2024
"956","OR",0,2024-06-15,24,2024
"957","OR",0,2024-06-29,26,2024
"958","OR",1,2023-01-28,5,2023
"959","OR",1,2023-02-11,7,2023
"960","OR",1,2023-02-25,9,2023
"961","OR",1,2023-03-11,11,2023
"962","OR",1,2023-03-25,13,2023
"963","OR",0,2023-04-08,15,2023
"964","OR",0,2023-04-22,17,2023
"965","OR",0,2023-05-06,19,2023
"966","OR",0,2023-05-20,21,2023
"967","OR",0,2023-06-03,23,2023
"968","OR",0,2023-06-17,25,2023
"969","OR",0,2023-07-01,27,2023
"970","OR",0,2023-07-15,29,2023
"971","OR",0,2023-07-29,31,2023
"972","TN",0,2022-06-11,24,2022
"973","TN",1,2022-06-25,26,2022
"974","TN",1,2022-07-09,28,2022
"975","TN",1,2022-07-23,30,2022
"976","TN",1,2022-08-06,32,2022
"977","TN",1,2022-08-20,34,2022
"978","TN",0,2022-09-03,36,2022
"979","TN",0,2022-09-17,38,2022
"980","TN",0,2022-10-01,40,2022
"981","TN",0,2022-10-15,42,2022
"982","TN",0,2022-10-29,44,2022
"983","TN",0,2022-11-12,46,2022
"984","TN",0,2022-11-26,48,2022
"985","TN",0,2022-12-10,50,2022
"986","TN",0,2022-12-24,52,2022
"987","TN",0,2023-12-09,50,2023
"988","TN",1,2023-12-23,52,2023
"989","TN",1,2024-01-06,1,2024
"990","TN",1,2024-01-20,3,2024
"991","TN",0,2024-02-03,5,2024
"992","TN",0,2024-02-17,7,2024
"993","TN",0,2024-03-02,9,2024
"994","TN",0,2024-03-16,11,2024
"995","TN",0,2024-03-30,13,2024
"996","TN",0,2024-04-13,15,2024
"997","TN",0,2024-04-27,17,2024
"998","TN",0,2024-05-11,19,2024
"999","TN",0,2023-01-07,2,2023
"1000","TN",1,2023-01-21,4,2023
"1001","TN",1,2023-02-04,6,2023
"1002","TN",1,2023-02-18,8,2023
"1003","TN",1,2023-03-04,10,2023
"1004","TN",1,2023-03-18,12,2023
"1005","TN",1,2023-04-01,14,2023
"1006","TN",0,2023-04-15,16,2023
"1007","TN",0,2023-04-29,18,2023
"1008","TN",0,2023-05-13,20,2023
"1009","TN",0,2023-05-27,22,2023
"1010","TN",0,2023-06-10,24,2023
"1011","TN",0,2023-06-24,26,2023
"1012","TN",0,2023-07-08,28,2023
"1013","TN",0,2023-07-22,30,2023
"1014","TN",0,2023-08-05,32,2023
"1015","TN",1,2022-06-18,25,2022
"1016","TN",1,2022-07-02,27,2022
"1017","TN",1,2022-07-16,29,2022
"1018","TN",1,2022-07-30,31,2022
"1019","TN",1,2022-08-13,33,2022
"1020","TN",1,2022-08-27,35,2022
"1021","TN",0,2022-09-10,37,2022
"1022","TN",0,2022-09-24,39,2022
"1023","TN",0,2022-10-08,41,2022
"1024","TN",0,2022-10-22,43,2022
"1025","TN",0,2022-11-05,45,2022
"1026","TN",0,2022-11-19,47,2022
"1027","TN",0,2022-12-03,49,2022
"1028","TN",0,2022-12-17,51,2022
"1029","TN",1,2023-12-16,51,2023
"1030","TN",1,2023-12-30,53,2023
"1031","TN",1,2024-01-13,2,2024
"1032","TN",1,2024-01-27,4,2024
"1033","TN",0,2024-02-10,6,2024
"1034","TN",0,2024-02-24,8,2024
"1035","TN",0,2024-03-09,10,2024
"1036","TN",0,2024-03-23,12,2024
"1037","TN",0,2024-04-06,14,2024
"1038","TN",0,2024-04-20,16,2024
"1039","TN",0,2024-05-04,18,2024
"1040","TN",1,2023-01-14,3,2023
"1041","TN",1,2023-01-28,5,2023
"1042","TN",1,2023-02-11,7,2023
"1043","TN",1,2023-02-25,9,2023
"1044","TN",1,2023-03-11,11,2023
"1045","TN",1,2023-03-25,13,2023
"1046","TN",0,2023-04-08,15,2023
"1047","TN",0,2023-04-22,17,2023
"1048","TN",0,2023-05-06,19,2023
"1049","TN",0,2023-05-20,21,2023
"1050","TN",0,2023-06-03,23,2023
"1051","TN",0,2023-06-17,25,2023
"1052","TN",0,2023-07-01,27,2023
"1053","TN",0,2023-07-15,29,2023
"1054","TN",0,2023-07-29,31,2023
"1055","UT",0,2022-06-11,24,2022
"1056","UT",1,2022-06-25,26,2022
"1057","UT",1,2022-07-09,28,2022
"1058","UT",1,2022-07-23,30,2022
"1059","UT",1,2022-08-06,32,2022
"1060","UT",1,2022-08-20,34,2022
"1061","UT",1,2022-09-03,36,2022
"1062","UT",0,2022-09-17,38,2022
"1063","UT",0,2022-10-01,40,2022
"1064","UT",0,2022-10-15,42,2022
"1065","UT",0,2022-10-29,44,2022
"1066","UT",0,2022-11-12,46,2022
"1067","UT",0,2022-11-26,48,2022
"1068","UT",0,2022-12-10,50,2022
"1069","UT",0,2022-12-24,52,2022
"1070","UT",0,2023-01-07,2,2023
"1071","UT",0,2023-01-21,4,2023
"1072","UT",0,2023-12-09,50,2023
"1073","UT",1,2023-12-23,52,2023
"1074","UT",1,2024-01-06,1,2024
"1075","UT",1,2024-01-20,3,2024
"1076","UT",0,2024-02-03,5,2024
"1077","UT",0,2024-02-17,7,2024
"1078","UT",0,2024-03-02,9,2024
"1079","UT",0,2024-03-16,11,2024
"1080","UT",0,2024-03-30,13,2024
"1081","UT",0,2024-04-13,15,2024
"1082","UT",0,2024-04-27,17,2024
"1083","UT",0,2024-05-11,19,2024
"1084","UT",0,2024-05-25,21,2024
"1085","UT",0,2023-01-21,4,2023
"1086","UT",1,2023-02-04,6,2023
"1087","UT",1,2023-02-18,8,2023
"1088","UT",1,2023-03-04,10,2023
"1089","UT",1,2023-03-18,12,2023
"1090","UT",0,2023-04-01,14,2023
"1091","UT",1,2023-04-15,16,2023
"1092","UT",0,2023-04-29,18,2023
"1093","UT",0,2023-05-13,20,2023
"1094","UT",0,2023-05-27,22,2023
"1095","UT",0,2023-06-10,24,2023
"1096","UT",0,2023-06-24,26,2023
"1097","UT",0,2023-07-08,28,2023
"1098","UT",0,2023-07-22,30,2023
"1099","UT",1,2022-06-18,25,2022
"1100","UT",1,2022-07-02,27,2022
"1101","UT",1,2022-07-16,29,2022
"1102","UT",1,2022-07-30,31,2022
"1103","UT",1,2022-08-13,33,2022
"1104","UT",1,2022-08-27,35,2022
"1105","UT",0,2022-09-10,37,2022
"1106","UT",0,2022-09-24,39,2022
"1107","UT",0,2022-10-08,41,2022
"1108","UT",0,2022-10-22,43,2022
"1109","UT",0,2022-11-05,45,2022
"1110","UT",0,2022-11-19,47,2022
"1111","UT",0,2022-12-03,49,2022
"1112","UT",0,2022-12-17,51,2022
"1113","UT",0,2022-12-31,53,2022
"1114","UT",0,2023-01-14,3,2023
"1115","UT",1,2023-12-16,51,2023
"1116","UT",1,2023-12-30,53,2023
"1117","UT",1,2024-01-13,2,2024
"1118","UT",1,2024-01-27,4,2024
"1119","UT",0,2024-02-10,6,2024
"1120","UT",0,2024-02-24,8,2024
"1121","UT",0,2024-03-09,10,2024
"1122","UT",0,2024-03-23,12,2024
"1123","UT",0,2024-04-06,14,2024
"1124","UT",0,2024-04-20,16,2024
"1125","UT",0,2024-05-04,18,2024
"1126","UT",0,2024-05-18,20,2024
"1127","UT",1,2023-01-28,5,2023
"1128","UT",1,2023-02-11,7,2023
"1129","UT",1,2023-02-25,9,2023
"1130","UT",1,2023-03-11,11,2023
"1131","UT",0,2023-03-25,13,2023
"1132","UT",0,2023-04-08,15,2023
"1133","UT",0,2023-04-22,17,2023
"1134","UT",0,2023-05-06,19,2023
"1135","UT",0,2023-05-20,21,2023
"1136","UT",0,2023-06-03,23,2023
"1137","UT",0,2023-06-17,25,2023
"1138","UT",0,2023-07-01,27,2023
"1139","UT",0,2023-07-15,29,2023
